id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4826,Cozy Shared room in Bed-Stuy,88680,David,Brooklyn,Bed-Stuy,40.683875,-73.941147,Shared room,10,14,12,2020-04-25,0.55,5,219
4827,Cozy Private room in Astoria,55306,Lisa,Queens,Astoria,40.762228,-73.896624,Private room,49,30,54,2019-12-17,1.54,3,175
4828,Cozy Entire home/apt in Lower East Side,78957,Maria,Manhattan,Lower East Side,40.740598,-74.015907,Entire home/apt,258,1,15,2019-09-15,0.83,2,87
4829,Cozy Private room in Crown Heights,64868,Michael,Brooklyn,Crown Heights,40.638338,-73.921637,Private room,139,2,6,2020-06-09,0.4,20,285
4830,Cozy Private room in Chelsea,43433,Emma,Manhattan,Chelsea,40.759533,-73.984969,Private room,50,7,9,2019-09-03,0.69,5,299
4831,Cozy Entire home/apt in Crown Heights,89030,Michael,Brooklyn,Crown Heights,40.656482,-73.952079,Entire home/apt,215,3,3,2019-07-16,0.14,1,59
4832,Cozy Entire home/apt in Lower East Side,80409,James,Manhattan,Lower East Side,40.750764,-73.970232,Entire home/apt,264,3,11,2019-10-13,0.65,2,118
4833,Cozy Shared room in Jackson Heights,12839,Sarah,Queens,Jackson Heights,40.716466,-73.865973,Shared room,40,1,10,2019-05-23,0.53,2,360
4834,Cozy Private room in St. George,63781,Emma,Staten Island,St. George,40.587197,-74.156787,Private room,77,2,2,2019-11-25,0.14,1,258
4835,Cozy Private room in Park Slope,61572,David,Brooklyn,Park Slope,40.689856,-73.928337,Private room,101,3,92,2019-05-01,4.84,10,112
4836,Cozy Entire home/apt in Bushwick,73090,Sarah,Brooklyn,Bushwick,40.684017,-73.938724,Entire home/apt,142,3,0,,,1,189
4837,Cozy Private room in Long Island City,87837,David,Queens,Long Island City,40.7487,-73.839388,Private room,73,1,3,2020-05-23,0.12,3,230
4838,Cozy Private room in Harlem,12455,James,Manhattan,Harlem,40.758409,-73.949607,Private room,191,3,30,2020-05-10,1.67,2,317
4839,Cozy Entire home/apt in Bed-Stuy,19893,Lisa,Brooklyn,Bed-Stuy,40.68302,-73.968601,Entire home/apt,171,30,38,2019-12-16,3.8,5,117
4840,Cozy Private room in Chelsea,60950,Maria,Manhattan,Chelsea,40.736607,-74.006054,Private room,115,7,29,2019-09-16,3.62,20,27
4841,Cozy Private room in Upper East Side,46194,James,Manhattan,Upper East Side,40.738907,-74.023731,Private room,10,30,76,2019-01-04,15.2,3,109
4842,Cozy Entire home/apt in Harlem,51900,Michael,Manhattan,Harlem,40.749046,-73.968691,Entire home/apt,213,7,2,2020-05-21,0.07,20,215
4843,Cozy Private room in Lower East Side,84240,Michael,Manhattan,Lower East Side,40.749681,-74.023593,Private room,184,2,8,2020-06-07,0.3,1,208
4844,Cozy Private room in Bushwick,87576,Michael,Brooklyn,Bushwick,40.642352,-73.939639,Private room,143,60,8,2019-02-22,0.29,3,110
4845,Cozy Entire home/apt in Hell's Kitchen,72793,Lisa,Manhattan,Hell's Kitchen,40.788472,-74.016837,Entire home/apt,383,3,43,2019-04-21,1.39,2,157
4846,Cozy Entire home/apt in Upper East Side,30781,James,Manhattan,Upper East Side,40.777608,-73.996352,Entire home/apt,270,3,0,,,1,57
4847,Cozy Entire home/apt in Crown Heights,56344,Maria,Brooklyn,Crown Heights,40.643574,-73.916146,Entire home/apt,65,90,89,2019-05-24,7.42,1,134
4848,Cozy Entire home/apt in Williamsburg,89021,Emma,Brooklyn,Williamsburg,40.665024,-73.96586,Entire home/apt,112,1,1,2019-02-25,0.33,1,303
4849,Cozy Entire home/apt in Williamsburg,61691,Michael,Brooklyn,Williamsburg,40.665404,-73.938841,Entire home/apt,97,2,24,2019-04-21,0.67,1,62
4850,Cozy Private room in Bed-Stuy,74605,Michael,Brooklyn,Bed-Stuy,40.628958,-73.974454,Private room,10,1,5,2019-05-11,0.71,1,6
4851,Cozy Entire home/apt in Park Slope,76611,Sarah,Brooklyn,Park Slope,40.669448,-73.920307,Entire home/apt,144,3,46,2019-02-10,11.5,1,351
4852,Cozy Private room in Riverdale,80251,Maria,Bronx,Riverdale,40.829345,-73.864625,Private room,10,2,69,2019-12-12,3.83,10,89
4853,Cozy Private room in Crown Heights,68474,James,Brooklyn,Crown Heights,40.690265,-73.904989,Private room,143,1,10,2019-09-04,0.67,1,233
4854,Cozy Private room in Bushwick,61881,Michael,Brooklyn,Bushwick,40.678456,-73.924342,Private room,10,7,23,2019-12-29,1.44,2,352
4855,Cozy Entire home/apt in Bushwick,57109,John,Brooklyn,Bushwick,40.691277,-73.930327,Entire home/apt,128,1,38,2019-11-21,2.53,20,98
4856,Cozy Entire home/apt in Bushwick,70245,James,Brooklyn,Bushwick,40.662974,-73.959842,Entire home/apt,37,3,11,2019-07-28,0.31,1,6
4857,Cozy Entire home/apt in Lower East Side,90908,John,Manhattan,Lower East Side,40.752242,-73.951696,Entire home/apt,260,2,35,2019-06-14,5.83,1,221
4858,Cozy Private room in Long Island City,15974,Lisa,Queens,Long Island City,40.706971,-73.875108,Private room,34,1,35,2019-05-08,5.0,1,336
4859,Cozy Entire home/apt in Flushing,53675,James,Queens,Flushing,40.737042,-73.867084,Entire home/apt,101,1,23,2019-08-15,1.44,1,197
4860,Cozy Private room in Upper East Side,90573,David,Manhattan,Upper East Side,40.781401,-73.960648,Private room,75,30,0,,,5,141
4861,Cozy Private room in Riverdale,55506,Sarah,Bronx,Riverdale,40.843824,-73.870054,Private room,10,3,36,2019-10-14,5.14,2,350
4862,Cozy Entire home/apt in Astoria,95361,Sarah,Queens,Astoria,40.712402,-73.849866,Entire home/apt,28,2,1,2019-11-12,0.04,2,58
4863,Cozy Private room in Jackson Heights,19036,Lisa,Queens,Jackson Heights,40.767028,-73.862471,Private room,24,3,84,2019-08-07,5.6,5,43
4864,Cozy Private room in Astoria,92958,Maria,Queens,Astoria,40.723847,-73.82208,Private room,90,2,11,2020-02-23,0.38,2,345
4865,Cozy Entire home/apt in Jackson Heights,43563,David,Queens,Jackson Heights,40.75984,-73.895612,Entire home/apt,91,1,78,2020-01-29,3.12,2,230
4866,Cozy Entire home/apt in Astoria,83915,Michael,Queens,Astoria,40.694842,-73.831391,Entire home/apt,26,7,1,2019-07-30,0.03,2,95
4867,Cozy Entire home/apt in Stapleton,18706,Emma,Staten Island,Stapleton,40.565824,-74.120216,Entire home/apt,76,14,44,2019-11-26,22.0,1,339
4868,Cozy Private room in Park Slope,93542,James,Brooklyn,Park Slope,40.640974,-73.971989,Private room,73,3,26,2020-03-28,1.86,1,288
4869,Cozy Private room in Long Island City,11757,David,Queens,Long Island City,40.754853,-73.896813,Private room,16,60,51,2019-03-21,2.04,1,108
4870,Cozy Entire home/apt in Harlem,30732,James,Manhattan,Harlem,40.764671,-74.015185,Entire home/apt,57,30,41,2019-08-01,2.93,2,304
4871,Cozy Entire home/apt in Chelsea,54245,Emma,Manhattan,Chelsea,40.735043,-73.96216,Entire home/apt,42,7,2,2020-02-19,0.11,3,305
4872,Cozy Entire home/apt in Bushwick,41171,Michael,Brooklyn,Bushwick,40.638707,-73.920487,Entire home/apt,138,3,32,2019-08-25,1.28,1,93
4873,Cozy Shared room in Lower East Side,26334,Lisa,Manhattan,Lower East Side,40.793311,-73.976543,Shared room,62,7,40,2019-01-25,2.5,1,58
4874,Cozy Private room in Hell's Kitchen,93271,Maria,Manhattan,Hell's Kitchen,40.733306,-73.967008,Private room,231,60,2,2020-04-08,1.0,3,237
4875,Cozy Entire home/apt in Jackson Heights,42279,Emma,Queens,Jackson Heights,40.721575,-73.832438,Entire home/apt,126,2,38,2020-01-04,1.52,2,362
4876,Cozy Private room in Williamsburg,15282,Lisa,Brooklyn,Williamsburg,40.64273,-73.920106,Private room,41,14,9,2020-03-22,0.31,10,57
4877,Cozy Shared room in Upper East Side,94625,Maria,Manhattan,Upper East Side,40.777235,-73.965226,Shared room,63,3,0,,,1,81
4878,Cozy Private room in Park Slope,58544,Michael,Brooklyn,Park Slope,40.679995,-73.968369,Private room,230,2,46,2019-12-23,3.07,1,343
4879,Cozy Entire home/apt in Chelsea,70994,Emma,Manhattan,Chelsea,40.730704,-73.948224,Entire home/apt,206,2,16,2019-09-24,0.52,1,292
4880,Cozy Private room in Riverdale,81889,David,Bronx,Riverdale,40.833611,-73.888544,Private room,37,7,112,2019-08-13,3.29,3,223
4881,Cozy Entire home/apt in Kingsbridge,57175,Sarah,Bronx,Kingsbridge,40.867387,-73.891917,Entire home/apt,36,2,9,2019-02-07,0.36,2,137
4882,Cozy Private room in Chelsea,15423,John,Manhattan,Chelsea,40.716515,-73.990959,Private room,245,7,7,2019-08-23,1.17,2,16
4883,Cozy Entire home/apt in Hell's Kitchen,59652,David,Manhattan,Hell's Kitchen,40.754638,-73.997359,Entire home/apt,201,2,15,2019-04-05,0.42,1,308
4884,Cozy Private room in Midtown,92327,Michael,Manhattan,Midtown,40.714428,-74.002907,Private room,136,2,4,2019-03-23,0.12,1,5
4885,Cozy Entire home/apt in Chelsea,15605,Lisa,Manhattan,Chelsea,40.774891,-73.960493,Entire home/apt,338,2,62,2019-06-02,3.26,1,248
4886,Cozy Entire home/apt in Bushwick,81712,James,Brooklyn,Bushwick,40.655568,-73.937573,Entire home/apt,115,2,1,2019-10-13,0.08,3,266
4887,Cozy Private room in Bushwick,15116,James,Brooklyn,Bushwick,40.691871,-73.929451,Private room,39,30,50,2019-11-16,4.55,1,126
4888,Cozy Private room in New Brighton,86935,Maria,Staten Island,New Brighton,40.572084,-74.182749,Private room,14,3,58,2019-08-26,9.67,20,61
4889,Cozy Private room in Astoria,63529,David,Queens,Astoria,40.704497,-73.84523,Private room,80,2,79,2019-10-23,2.19,1,107
4890,Cozy Entire home/apt in Upper East Side,22946,James,Manhattan,Upper East Side,40.728481,-73.974937,Entire home/apt,217,3,18,2019-06-21,1.12,2,232
4891,Cozy Private room in Midtown,49241,Sarah,Manhattan,Midtown,40.740121,-73.950907,Private room,94,1,38,2019-03-20,7.6,1,104
4892,Cozy Private room in Midtown,90725,Michael,Manhattan,Midtown,40.764752,-74.01914,Private room,154,90,0,,,1,268
4893,Cozy Entire home/apt in Bushwick,66608,Maria,Brooklyn,Bushwick,40.6531,-73.945194,Entire home/apt,18,3,24,2020-04-18,0.67,1,215
4894,Cozy Entire home/apt in Crown Heights,51198,David,Brooklyn,Crown Heights,40.628228,-73.923823,Entire home/apt,197,90,9,2019-06-06,0.26,3,231
4895,Cozy Private room in Riverdale,83457,Sarah,Bronx,Riverdale,40.805176,-73.849913,Private room,50,30,15,2019-01-09,0.71,1,175
4896,Cozy Private room in Harlem,63568,Michael,Manhattan,Harlem,40.733039,-74.016691,Private room,49,1,0,,,1,80
4897,Cozy Entire home/apt in Lower East Side,28946,John,Manhattan,Lower East Side,40.722858,-73.948074,Entire home/apt,233,14,6,2020-05-27,0.18,2,322
4898,Cozy Entire home/apt in Midtown,86360,James,Manhattan,Midtown,40.755608,-74.021212,Entire home/apt,292,1,1,2019-05-19,0.09,1,235
4899,Cozy Shared room in Astoria,17120,Lisa,Queens,Astoria,40.691604,-73.854217,Shared room,118,1,48,2019-06-09,5.33,1,75
4900,Cozy Private room in Bushwick,25856,Emma,Brooklyn,Bushwick,40.693468,-73.936643,Private room,166,3,0,,,2,131
4901,Cozy Entire home/apt in Long Island City,35381,Lisa,Queens,Long Island City,40.715099,-73.84092,Entire home/apt,69,3,73,2019-09-09,2.43,2,50
4902,Cozy Entire home/apt in Flushing,76951,Maria,Queens,Flushing,40.699872,-73.866855,Entire home/apt,116,1,8,2019-09-12,0.73,1,303
4903,Cozy Private room in Kingsbridge,68899,John,Bronx,Kingsbridge,40.837064,-73.912604,Private room,17,2,34,2019-03-10,1.36,1,168
4904,Cozy Entire home/apt in Bushwick,99644,John,Brooklyn,Bushwick,40.70385,-73.922943,Entire home/apt,134,7,33,2019-10-22,1.1,1,77
4905,Cozy Entire home/apt in Jackson Heights,85489,James,Queens,Jackson Heights,40.730441,-73.825201,Entire home/apt,68,1,1,2020-02-18,0.03,1,351
4906,Cozy Entire home/apt in Park Slope,14350,Emma,Brooklyn,Park Slope,40.636809,-73.911551,Entire home/apt,191,3,20,2020-02-19,1.18,2,256
4907,Cozy Private room in Bed-Stuy,24111,James,Brooklyn,Bed-Stuy,40.655577,-73.906965,Private room,84,7,25,2019-06-20,0.76,1,145
4908,Cozy Entire home/apt in Park Slope,30679,David,Brooklyn,Park Slope,40.687004,-73.962566,Entire home/apt,210,2,25,2019-02-07,1.79,1,227
4909,Cozy Entire home/apt in Astoria,92842,Emma,Queens,Astoria,40.72069,-73.839938,Entire home/apt,56,1,21,2019-11-02,2.62,1,29
4910,Cozy Private room in Lower East Side,46342,James,Manhattan,Lower East Side,40.788013,-74.021096,Private room,105,3,11,2020-01-27,0.44,1,1
4911,Cozy Private room in Crown Heights,22812,Emma,Brooklyn,Crown Heights,40.65037,-73.906095,Private room,136,30,19,2019-01-25,0.9,2,131
4912,Cozy Private room in Park Slope,53368,Sarah,Brooklyn,Park Slope,40.697743,-73.94422,Private room,140,7,32,2019-01-17,2.29,1,200
4913,Cozy Entire home/apt in Park Slope,82619,David,Brooklyn,Park Slope,40.700708,-73.922195,Entire home/apt,224,1,32,2020-04-05,3.56,1,54
4914,Cozy Private room in Hell's Kitchen,80174,Michael,Manhattan,Hell's Kitchen,40.746048,-73.956354,Private room,121,1,21,2020-02-10,1.31,1,249
4915,Cozy Entire home/apt in Bushwick,13501,John,Brooklyn,Bushwick,40.638082,-73.904522,Entire home/apt,170,1,2,2019-08-21,,3,327
4916,Cozy Private room in Crown Heights,66734,Lisa,Brooklyn,Crown Heights,40.625938,-73.954623,Private room,110,2,135,2020-02-13,4.5,20,151
4917,Cozy Private room in Park Slope,42864,Emma,Brooklyn,Park Slope,40.625329,-73.96046,Private room,55,1,6,2019-07-29,0.2,1,87
4918,Cozy Private room in Bushwick,12030,James,Brooklyn,Bushwick,40.658561,-73.96382,Private room,10,2,1,2019-02-22,0.06,1,360
4919,Cozy Private room in Bushwick,13078,Maria,Brooklyn,Bushwick,40.681316,-73.915152,Private room,76,3,5,2019-10-30,0.21,1,125
4920,Cozy Private room in Riverdale,23715,Emma,Bronx,Riverdale,40.818693,-73.888244,Private room,61,3,9,2020-04-21,0.36,3,276
4921,Cozy Private room in Park Slope,51763,Maria,Brooklyn,Park Slope,40.652997,-73.969886,Private room,76,2,18,2019-10-29,0.78,2,25
4922,Cozy Entire home/apt in Lower East Side,12053,Lisa,Manhattan,Lower East Side,40.734291,-73.995336,Entire home/apt,236,3,13,,0.42,1,227
4923,Cozy Entire home/apt in Williamsburg,19519,Emma,Brooklyn,Williamsburg,40.681269,-73.938437,Entire home/apt,111,3,18,2019-12-06,1.38,3,78
4924,Cozy Private room in Chelsea,27778,David,Manhattan,Chelsea,40.733517,-73.97569,Private room,64,1,3,2019-01-12,0.43,1,236
4925,Cozy Private room in Harlem,26238,Michael,Manhattan,Harlem,40.72452,-73.990946,Private room,90,3,17,2019-03-03,8.5,5,94
4926,Cozy Private room in Lower East Side,41902,Sarah,Manhattan,Lower East Side,40.749369,-73.96607,Private room,134,3,1,2020-06-17,0.04,2,19
4927,Cozy Entire home/apt in Astoria,63949,Lisa,Queens,Astoria,40.690479,-73.844668,Entire home/apt,134,60,17,2020-02-18,0.77,1,226
4928,Cozy Entire home/apt in Jackson Heights,88085,Emma,Queens,Jackson Heights,40.766746,-73.884705,Entire home/apt,32,7,4,2019-12-01,0.21,1,73
4929,Cozy Private room in Chelsea,47607,John,Manhattan,Chelsea,40.766895,-73.946505,Private room,203,3,20,2020-06-13,2.5,1,189
4930,Cozy Entire home/apt in Park Slope,62584,Lisa,Brooklyn,Park Slope,40.669959,-73.930975,Entire home/apt,139,2,24,2020-03-19,0.73,2,12
4931,Cozy Entire home/apt in Midtown,11854,Maria,Manhattan,Midtown,40.778239,-73.972764,Entire home/apt,246,2,41,2019-06-07,1.64,1,39
4932,Cozy Entire home/apt in Crown Heights,98533,Lisa,Brooklyn,Crown Heights,40.65385,-73.928361,Entire home/apt,130,14,6,2019-10-01,0.6,5,173
4933,Cozy Private room in Harlem,41740,Sarah,Manhattan,Harlem,40.760335,-73.983555,Private room,67,1,11,2019-04-06,0.44,1,216
4934,Cozy Entire home/apt in Chelsea,30375,James,Manhattan,Chelsea,40.753824,-73.990805,Entire home/apt,272,7,37,2019-08-14,12.33,10,142
4935,Cozy Entire home/apt in Williamsburg,62727,Michael,Brooklyn,Williamsburg,40.647502,-73.907764,Entire home/apt,95,90,20,2019-01-13,2.22,20,188
4936,Cozy Private room in Harlem,59623,James,Manhattan,Harlem,40.747153,-73.950277,Private room,10,30,28,2019-07-18,1.04,20,294
4937,Cozy Private room in Harlem,96344,James,Manhattan,Harlem,40.772066,-74.020871,Private room,217,2,2,2019-09-19,0.14,1,212
4938,Cozy Entire home/apt in Riverdale,72058,Maria,Bronx,Riverdale,40.865466,-73.910117,Entire home/apt,33,30,4,2019-06-17,1.33,1,136
4939,Cozy Entire home/apt in Crown Heights,63741,Lisa,Brooklyn,Crown Heights,40.692648,-73.954926,Entire home/apt,218,14,20,2019-03-09,1.33,1,189
4940,Cozy Entire home/apt in Park Slope,54944,David,Brooklyn,Park Slope,40.642977,-73.97364,Entire home/apt,223,30,20,2020-05-20,2.5,5,269
4941,Cozy Entire home/apt in Midtown,55935,Lisa,Manhattan,Midtown,40.71559,-73.982753,Entire home/apt,211,2,1,2019-12-17,0.04,1,318
4942,Cozy Private room in Jackson Heights,42967,Michael,Queens,Jackson Heights,40.716503,-73.827719,Private room,40,14,6,2019-12-05,0.29,20,225
4943,Cozy Shared room in Kingsbridge,75081,David,Bronx,Kingsbridge,40.875794,-73.874557,Shared room,81,7,50,2020-06-16,2.78,1,8
4944,Cozy Private room in Flushing,68851,Sarah,Queens,Flushing,40.733623,-73.89096,Private room,85,3,4,2019-01-23,0.14,1,314
4945,Cozy Entire home/apt in Jackson Heights,65324,Michael,Queens,Jackson Heights,40.727614,-73.835904,Entire home/apt,154,3,28,2019-12-03,0.85,1,301
4946,Cozy Entire home/apt in Crown Heights,50708,Lisa,Brooklyn,Crown Heights,40.658598,-73.922262,Entire home/apt,188,2,38,2020-02-19,9.5,1,135
4947,Cozy Private room in Long Island City,47379,Michael,Queens,Long Island City,40.760242,-73.89694,Private room,39,7,1,2019-04-20,0.1,2,15
4948,Cozy Entire home/apt in Bed-Stuy,64221,Sarah,Brooklyn,Bed-Stuy,40.663759,-73.963139,Entire home/apt,126,14,32,2019-08-13,2.0,1,37
4949,Cozy Shared room in Upper East Side,60723,David,Manhattan,Upper East Side,40.737068,-74.022885,Shared room,221,1,14,2019-04-11,0.4,1,124
4950,Cozy Entire home/apt in Lower East Side,55572,Emma,Manhattan,Lower East Side,40.746041,-74.00096,Entire home/apt,279,14,13,2020-02-27,0.5,1,243
4951,Cozy Entire home/apt in Upper East Side,61573,Emma,Manhattan,Upper East Side,40.774505,-73.983968,Entire home/apt,244,14,9,2019-11-03,1.5,1,352
4952,Cozy Private room in St. George,42837,David,Staten Island,St. George,40.597214,-74.168811,Private room,65,60,57,2020-05-07,11.4,20,81
4953,Cozy Entire home/apt in Chelsea,62412,John,Manhattan,Chelsea,40.779002,-73.995934,Entire home/apt,79,1,94,2020-03-22,3.62,1,228
4954,Cozy Private room in Park Slope,73566,David,Brooklyn,Park Slope,40.669498,-73.979884,Private room,182,14,34,2020-02-29,1.1,1,222
4955,Cozy Private room in Midtown,76029,Emma,Manhattan,Midtown,40.758628,-73.949679,Private room,58,3,24,2020-01-15,3.0,2,65
4956,Cozy Shared room in Chelsea,56831,Sarah,Manhattan,Chelsea,40.770323,-73.971621,Shared room,10,2,17,2020-05-13,0.53,1,309
4957,Cozy Private room in Upper East Side,80794,Sarah,Manhattan,Upper East Side,40.731169,-73.996699,Private room,119,1,71,2020-02-20,2.54,3,10
4958,Cozy Entire home/apt in Riverdale,24416,Michael,Bronx,Riverdale,40.83835,-73.880272,Entire home/apt,47,1,26,2019-09-07,2.36,1,159
4959,Cozy Private room in Chelsea,23164,David,Manhattan,Chelsea,40.714789,-74.018307,Private room,10,14,32,2019-12-01,1.28,1,242
4960,Cozy Entire home/apt in Midtown,55579,Maria,Manhattan,Midtown,40.761741,-73.952295,Entire home/apt,237,2,33,,5.5,1,130
4961,Cozy Private room in Williamsburg,62176,David,Brooklyn,Williamsburg,40.673916,-73.948834,Private room,10,3,18,2020-03-14,0.56,3,336
4962,Cozy Shared room in Williamsburg,74469,David,Brooklyn,Williamsburg,40.649869,-73.977915,Shared room,14,7,12,2019-02-22,12.0,2,212
4963,Cozy Private room in Upper East Side,30030,David,Manhattan,Upper East Side,40.74418,-74.022736,Private room,138,1,21,2019-02-03,,1,225
4964,Cozy Private room in Chelsea,47551,Emma,Manhattan,Chelsea,40.793017,-74.009715,Private room,269,14,8,2020-01-01,1.33,1,216
4965,Cozy Entire home/apt in Astoria,81873,David,Queens,Astoria,40.696682,-73.834288,Entire home/apt,94,30,14,2019-11-14,0.64,3,127
4966,Cozy Private room in Williamsburg,85152,John,Brooklyn,Williamsburg,40.657475,-73.965564,Private room,11,2,1,2019-03-26,0.33,1,343
4967,Cozy Entire home/apt in Bed-Stuy,75921,John,Brooklyn,Bed-Stuy,40.682505,-73.942891,Entire home/apt,138,60,45,2019-07-16,4.09,2,68
4968,Cozy Entire home/apt in Park Slope,26656,Lisa,Brooklyn,Park Slope,40.679802,-73.980915,Entire home/apt,153,1,11,2019-04-21,0.61,1,257
4969,Cozy Shared room in Lower East Side,36730,Michael,Manhattan,Lower East Side,40.754371,-73.98258,Shared room,10,3,17,2020-06-22,3.4,20,206
4970,Cozy Shared room in Lower East Side,28323,Michael,Manhattan,Lower East Side,40.726375,-73.994985,Shared room,56,60,10,2019-05-22,2.0,1,115
4971,Cozy Private room in Jackson Heights,45950,Michael,Queens,Jackson Heights,40.710253,-73.824368,Private room,10,90,13,2019-06-11,0.39,1,11
4972,Cozy Private room in Midtown,55196,Lisa,Manhattan,Midtown,40.718926,-73.979187,Private room,121,1,56,2019-08-18,,2,151
4973,Cozy Private room in Riverdale,95452,James,Bronx,Riverdale,40.835309,-73.867014,Private room,61,1,7,2019-12-13,0.64,1,151
4974,Cozy Entire home/apt in Park Slope,96504,Lisa,Brooklyn,Park Slope,40.655973,-73.942906,Entire home/apt,14,2,40,2020-01-03,1.21,1,51
4975,Cozy Entire home/apt in Fordham,48328,Michael,Bronx,Fordham,40.84951,-73.866034,Entire home/apt,79,3,69,2020-02-15,2.56,3,163
4976,Cozy Private room in Bushwick,89232,Michael,Brooklyn,Bushwick,40.683915,-73.933001,Private room,10,1,42,2019-12-01,3.0,1,13
4977,Cozy Private room in Bushwick,70873,Lisa,Brooklyn,Bushwick,40.648491,-73.911639,Private room,180,3,6,2019-06-02,0.6,3,182
4978,Cozy Entire home/apt in Astoria,24775,Maria,Queens,Astoria,40.690586,-73.880621,Entire home/apt,103,30,11,2019-03-02,1.38,1,139
4979,Cozy Shared room in Harlem,65946,Maria,Manhattan,Harlem,40.758412,-73.949386,Shared room,22,7,6,2020-04-04,0.67,1,161
4980,Cozy Entire home/apt in Harlem,84103,Maria,Manhattan,Harlem,40.736087,-73.964804,Entire home/apt,296,7,17,2019-10-17,0.77,1,57
4981,Cozy Entire home/apt in Crown Heights,88256,Sarah,Brooklyn,Crown Heights,40.681703,-73.980583,Entire home/apt,82,2,30,2020-05-08,1.07,1,249
4982,Cozy Entire home/apt in Park Slope,17650,Maria,Brooklyn,Park Slope,40.65787,-73.970801,Entire home/apt,194,7,4,2019-11-06,0.29,10,289
4983,Cozy Entire home/apt in Park Slope,37175,John,Brooklyn,Park Slope,40.63458,-73.948972,Entire home/apt,175,3,31,2020-01-08,2.82,2,203
4984,Cozy Private room in Park Slope,20065,Sarah,Brooklyn,Park Slope,40.628378,-73.932528,Private room,55,30,33,2019-12-20,6.6,1,190
4985,Cozy Private room in Midtown,99471,John,Manhattan,Midtown,40.780203,-74.006974,Private room,57,7,91,2019-09-16,3.64,1,63
4986,Cozy Entire home/apt in Bushwick,19942,Lisa,Brooklyn,Bushwick,40.667471,-73.90593,Entire home/apt,126,30,1,2020-04-19,0.04,1,236
4987,Cozy Private room in Crown Heights,61665,Lisa,Brooklyn,Crown Heights,40.689261,-73.916712,Private room,104,14,88,2019-05-17,4.19,2,247
4988,Cozy Entire home/apt in Park Slope,52576,Emma,Brooklyn,Park Slope,40.69456,-73.950965,Entire home/apt,219,2,3,2019-07-08,3.0,1,178
4989,Cozy Private room in Riverdale,27949,Michael,Bronx,Riverdale,40.805674,-73.876048,Private room,64,60,17,2020-03-01,2.83,1,268
4990,Cozy Entire home/apt in Jackson Heights,47681,Emma,Queens,Jackson Heights,40.726924,-73.861109,Entire home/apt,67,7,11,2019-06-01,3.67,2,75
4991,Cozy Entire home/apt in Harlem,18329,Sarah,Manhattan,Harlem,40.737487,-73.961015,Entire home/apt,135,7,16,2020-06-09,0.5,1,198
4992,Cozy Private room in Fordham,42423,Sarah,Bronx,Fordham,40.82502,-73.909727,Private room,79,1,8,2019-07-04,0.3,20,255
4993,Cozy Entire home/apt in Midtown,12434,John,Manhattan,Midtown,40.771654,-73.947677,Entire home/apt,140,3,0,,,1,184
4994,Cozy Private room in Hell's Kitchen,65075,Emma,Manhattan,Hell's Kitchen,40.756244,-74.013833,Private room,219,1,5,2019-12-18,0.21,1,96
4995,Cozy Entire home/apt in Chelsea,84221,John,Manhattan,Chelsea,40.740863,-73.987836,Entire home/apt,412,2,1,,0.03,1,206
4996,Cozy Private room in Bed-Stuy,28617,Sarah,Brooklyn,Bed-Stuy,40.658143,-73.938973,Private room,73,3,9,2019-08-05,0.9,1,275
4997,Cozy Entire home/apt in Chelsea,35975,Michael,Manhattan,Chelsea,40.749049,-73.977154,Entire home/apt,332,1,10,2020-06-27,0.38,2,96
4998,Cozy Private room in Lower East Side,79504,Sarah,Manhattan,Lower East Side,40.748774,-73.978728,Private room,12,60,8,,2.67,10,329
4999,Cozy Entire home/apt in Upper East Side,36859,Michael,Manhattan,Upper East Side,40.758993,-73.968468,Entire home/apt,144,3,22,2020-04-12,7.33,20,232
5000,Cozy Entire home/apt in Crown Heights,28614,Emma,Brooklyn,Crown Heights,40.667751,-73.904226,Entire home/apt,60,60,9,2019-01-19,0.33,5,96
5001,Cozy Entire home/apt in Lower East Side,11840,Maria,Manhattan,Lower East Side,40.776629,-73.947836,Entire home/apt,109,7,12,2020-04-30,0.44,2,307
5002,Cozy Entire home/apt in Jackson Heights,25597,Sarah,Queens,Jackson Heights,40.701758,-73.874146,Entire home/apt,100,1,21,2019-11-19,1.4,2,20
5003,Cozy Entire home/apt in Park Slope,35785,Michael,Brooklyn,Park Slope,40.655141,-73.956757,Entire home/apt,108,1,35,,11.67,1,269
5004,Cozy Entire home/apt in Harlem,91247,Michael,Manhattan,Harlem,40.729168,-74.001826,Entire home/apt,389,14,15,2020-02-09,0.88,1,148
5005,Cozy Private room in Riverdale,59135,Sarah,Bronx,Riverdale,40.857652,-73.903805,Private room,20,3,2,2019-02-11,0.13,1,200
5006,Cozy Private room in Upper East Side,32883,Sarah,Manhattan,Upper East Side,40.763356,-73.992832,Private room,203,2,63,2020-02-11,63.0,5,108
5007,Cozy Entire home/apt in Park Slope,27311,John,Brooklyn,Park Slope,40.648151,-73.907064,Entire home/apt,177,7,0,,,1,19
5008,Cozy Private room in Midtown,23077,Michael,Manhattan,Midtown,40.776855,-74.000991,Private room,10,1,26,2020-03-02,13.0,1,18
