id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
5689,Brooklyn,Park Slope,40.629268,-73.964975,Private room,132,2,1.0,0.03,2,69
5690,Brooklyn,Crown Heights,40.654241,-73.981596,Entire home/apt,103,14,64.0,10.67,3,286
5691,Manhattan,Chelsea,40.776096,-73.948492,Entire home/apt,142,14,38.0,2.92,5,29
5692,Brooklyn,Park Slope,40.671242,-73.906082,Private room,118,7,38.0,1.41,5,330
5693,Brooklyn,Bushwick,40.652527,-73.926687,Private room,25,60,2.0,0.07,1,361
5694,Brooklyn,Park Slope,40.632056,-73.978218,Entire home/apt,92,1,27.0,0.75,1,201
5695,Bronx,Riverdale,40.81285,-73.863177,Entire home/apt,101,3,30.0,1.25,20,304
5696,Brooklyn,Bushwick,40.66081,-73.904071,Shared room,91,2,6.0,0.67,20,251
5697,Manhattan,Chelsea,40.741909,-73.951074,Entire home/apt,179,2,61.0,61.0,1,98
5698,Manhattan,Upper East Side,40.749085,-74.004911,Private room,190,14,65.0,2.83,2,59
5699,Brooklyn,Crown Heights,40.664036,-73.907478,Private room,68,2,32.0,2.13,5,276
5700,Manhattan,Upper East Side,40.752093,-74.020011,Entire home/apt,287,14,5.0,0.18,1,300
5701,Queens,Jackson Heights,40.746495,-73.889951,Private room,46,7,8.0,0.23,1,352
5702,Manhattan,Chelsea,40.762676,-73.957291,Private room,10,3,8.0,0.38,5,65
5703,Brooklyn,Bed-Stuy,40.687102,-73.918094,Private room,57,1,25.0,12.5,2,79
5704,Manhattan,Lower East Side,40.739125,-73.9801,Private room,229,1,23.0,7.67,2,183
5705,Manhattan,Harlem,40.775012,-73.948718,Private room,86,7,111.0,11.1,5,166
5706,Brooklyn,Crown Heights,40.647847,-73.942187,Entire home/apt,152,30,68.0,2.62,1,194
5707,Staten Island,Stapleton,40.594159,-74.117857,Entire home/apt,10,3,4.0,0.29,1,109
5708,Manhattan,Upper East Side,40.749618,-73.977761,Private room,108,14,3.0,0.6,1,135
5709,Manhattan,Lower East Side,40.725261,-73.97039,Private room,166,30,29.0,1.16,1,259
5710,Manhattan,Harlem,40.768334,-73.945602,Private room,10,60,11.0,0.35,1,293
5711,Staten Island,St. George,40.609342,-74.143288,Entire home/apt,121,7,20.0,0.91,1,290
5712,Brooklyn,Bed-Stuy,40.657592,-73.933423,Private room,26,7,18.0,0.62,1,302
5713,Queens,Long Island City,40.753068,-73.851216,Private room,67,2,25.0,4.17,2,230
5714,Brooklyn,Bushwick,40.633399,-73.930567,Entire home/apt,154,3,35.0,5.0,2,99
5715,Brooklyn,Bed-Stuy,40.701906,-73.925424,Private room,50,7,20.0,1.67,2,140
5716,Manhattan,Midtown,40.754018,-73.972283,Private room,327,3,42.0,,3,261
5717,Manhattan,Midtown,40.761457,-73.983859,Entire home/apt,332,2,4.0,0.33,1,231
5718,Manhattan,Harlem,40.765657,-74.002351,Entire home/apt,150,14,30.0,6.0,5,319
5719,Manhattan,Upper East Side,40.755046,-73.957039,Entire home/apt,162,2,3.0,0.16,1,359
5720,Bronx,Riverdale,40.802568,-73.909949,Private room,95,3,2.0,0.13,1,324
5721,Brooklyn,Crown Heights,40.649789,-73.943078,Entire home/apt,182,2,12.0,0.35,3,87
5722,Brooklyn,Williamsburg,40.643885,-73.911064,Entire home/apt,96,2,68.0,2.27,2,174
5723,Brooklyn,Williamsburg,40.661393,-73.94224,Entire home/apt,174,7,13.0,0.54,2,294
5724,Bronx,Kingsbridge,40.820964,-73.8789,Entire home/apt,10,2,24.0,24.0,1,350
5725,Manhattan,Harlem,40.782422,-73.979201,Entire home/apt,38,30,5.0,0.24,5,12
5726,Queens,Jackson Heights,40.735875,-73.885856,Private room,20,1,8.0,0.31,2,215
5727,Queens,Flushing,40.722383,-73.833762,Entire home/apt,73,90,15.0,1.88,3,172
5728,Manhattan,Harlem,40.761227,-74.016402,Private room,56,2,0.0,,5,2
5729,Manhattan,Lower East Side,40.752106,-73.945503,Private room,163,7,16.0,0.59,1,294
5730,Brooklyn,Park Slope,40.635184,-73.9763,Private room,73,1,83.0,16.6,1,149
5731,Manhattan,Upper East Side,40.724857,-73.992045,Entire home/apt,244,60,10.0,0.71,3,222
5732,Manhattan,Harlem,40.790089,-73.989757,Entire home/apt,326,1,1.0,0.07,3,237
5733,Queens,Long Island City,40.726769,-73.830501,Private room,131,7,21.0,0.75,2,251
5734,Brooklyn,Park Slope,40.643891,-73.954633,Private room,50,1,39.0,3.55,20,146
5735,Manhattan,Lower East Side,40.757101,-74.013896,Entire home/apt,351,1,7.0,0.35,1,136
5736,Bronx,Kingsbridge,40.844834,-73.917272,Entire home/apt,89,1,8.0,0.62,2,258
5737,Queens,Jackson Heights,40.749229,-73.889837,Entire home/apt,73,2,0.0,,20,79
5738,Brooklyn,Crown Heights,40.650234,-73.973958,Entire home/apt,87,2,31.0,2.38,1,223
5739,Brooklyn,Williamsburg,40.636458,-73.971024,Private room,46,60,135.0,13.5,5,187
5740,Manhattan,Upper East Side,40.754877,-74.002323,Entire home/apt,223,3,18.0,3.6,1,235
5741,Queens,Jackson Heights,40.704305,-73.826227,Private room,63,2,78.0,4.88,3,235
5742,Brooklyn,Bed-Stuy,40.640653,-73.956925,Entire home/apt,233,7,10.0,0.45,1,280
5743,Brooklyn,Bed-Stuy,40.635357,-73.976356,Private room,10,3,24.0,0.75,1,347
5744,Brooklyn,Park Slope,40.702712,-73.959169,Entire home/apt,10,2,25.0,0.83,2,359
5745,Bronx,Kingsbridge,40.847459,-73.84705,Private room,10,7,17.0,5.67,1,10
5746,Queens,Astoria,40.749391,-73.892091,Private room,74,3,2.0,0.11,3,288
5747,Queens,Jackson Heights,40.712712,-73.882158,Entire home/apt,66,2,20.0,0.87,2,76
5748,Brooklyn,Crown Heights,40.653125,-73.9051,Entire home/apt,171,1,32.0,1.23,10,8
5749,Manhattan,Lower East Side,40.790464,-73.945313,Entire home/apt,121,2,5.0,0.42,3,77
5750,Brooklyn,Park Slope,40.692049,-73.965426,Entire home/apt,245,7,9.0,0.56,5,330
5751,Brooklyn,Bushwick,40.703176,-73.957542,Private room,85,1,109.0,3.89,20,133
5752,Manhattan,Upper East Side,40.750301,-74.013924,Private room,85,2,68.0,2.72,3,323
5753,Brooklyn,Bushwick,40.653706,-73.973701,Entire home/apt,189,30,55.0,7.86,1,148
5754,Manhattan,Upper East Side,40.73065,-74.020743,Private room,155,2,3.0,1.0,2,350
5755,Manhattan,Harlem,40.779677,-73.972609,Entire home/apt,57,14,53.0,4.82,1,215
5756,Manhattan,Chelsea,40.740965,-73.97567,Entire home/apt,165,1,31.0,0.89,2,26
5757,Manhattan,Chelsea,40.769432,-73.946808,Entire home/apt,224,2,17.0,3.4,1,105
5758,Queens,Flushing,40.706462,-73.876946,Entire home/apt,80,2,3.0,0.09,1,44
5759,Manhattan,Upper East Side,40.791908,-73.948628,Entire home/apt,202,1,29.0,0.81,1,122
5760,Queens,Astoria,40.716876,-73.847334,Private room,73,2,17.0,0.71,1,324
5761,Bronx,Riverdale,40.861807,-73.902235,Private room,10,2,4.0,0.57,1,290
5762,Queens,Long Island City,40.697007,-73.899346,Private room,10,1,10.0,0.37,1,93
5763,Bronx,Fordham,40.825163,-73.897764,Entire home/apt,21,3,2.0,,5,210
5764,Manhattan,Chelsea,40.745466,-73.997671,Private room,60,1,25.0,1.79,1,206
5765,Manhattan,Lower East Side,40.732517,-74.022648,Entire home/apt,253,3,17.0,5.67,1,348
5766,Manhattan,Upper East Side,40.719529,-73.972955,Entire home/apt,237,1,12.0,6.0,3,304
5767,Brooklyn,Williamsburg,40.688714,-73.923157,Entire home/apt,181,7,30.0,1.0,3,21
5768,Brooklyn,Park Slope,40.643633,-73.913846,Private room,102,7,2.0,0.09,2,86
5769,Manhattan,Hell's Kitchen,40.77476,-73.990827,Private room,193,2,16.0,0.62,2,84
5770,Bronx,Riverdale,40.80387,-73.907647,Entire home/apt,97,1,2.0,0.08,1,245
5771,Manhattan,Midtown,40.750253,-73.985616,Entire home/apt,224,3,17.0,17.0,1,195
5772,Brooklyn,Crown Heights,40.626536,-73.977101,Entire home/apt,118,3,13.0,1.62,1,225
5773,Manhattan,Hell's Kitchen,40.765468,-73.953179,Entire home/apt,306,1,79.0,8.78,3,183
5774,Queens,Long Island City,40.721239,-73.849298,Entire home/apt,107,3,6.0,0.2,2,94
5775,Manhattan,Upper East Side,40.744122,-73.965682,Private room,48,3,29.0,,5,36
5776,Queens,Astoria,40.740252,-73.87854,Private room,34,3,15.0,2.5,1,202
5777,Manhattan,Lower East Side,40.756914,-73.959585,Entire home/apt,273,7,8.0,0.5,2,85
5778,Manhattan,Hell's Kitchen,40.771038,-73.958794,Entire home/apt,257,1,30.0,1.03,3,7
5779,Manhattan,Harlem,40.719144,-73.994654,Shared room,10,7,16.0,0.52,1,235
5780,Brooklyn,Crown Heights,40.660272,-73.957491,Entire home/apt,189,2,35.0,3.18,2,285
5781,Manhattan,Harlem,40.728771,-73.961098,Private room,113,2,31.0,,1,175
5782,Brooklyn,Bed-Stuy,40.651247,-73.967427,Entire home/apt,247,2,1.0,0.14,2,55
5783,Manhattan,Harlem,40.741923,-73.957521,Shared room,29,2,23.0,1.21,5,208
5784,Brooklyn,Williamsburg,40.629817,-73.94779,Entire home/apt,233,2,2.0,0.06,2,66
5785,Manhattan,Hell's Kitchen,40.769526,-73.955628,Private room,210,60,51.0,1.96,2,345
5786,Queens,Flushing,40.736576,-73.872628,Entire home/apt,54,7,29.0,5.8,1,342
5787,Brooklyn,Williamsburg,40.648984,-73.957299,Entire home/apt,166,60,96.0,5.33,1,98
5788,Manhattan,Harlem,40.767974,-73.999722,Shared room,121,2,12.0,0.41,3,66
5789,Brooklyn,Crown Heights,40.678296,-73.915572,Entire home/apt,150,60,,5.25,20,105
5790,Brooklyn,Bushwick,40.627834,-73.923129,Entire home/apt,96,7,47.0,15.67,1,222
5791,Manhattan,Hell's Kitchen,40.748622,-73.950438,Entire home/apt,230,1,37.0,1.06,1,161
5792,Brooklyn,Bushwick,40.645675,-73.913866,Entire home/apt,215,14,19.0,0.66,1,233
5793,Brooklyn,Williamsburg,40.691068,-73.975181,Entire home/apt,186,2,22.0,0.65,1,153
5794,Manhattan,Hell's Kitchen,40.746139,-73.96642,Private room,74,7,93.0,13.29,1,341
5795,Brooklyn,Park Slope,40.690908,-73.948789,Private room,34,3,21.0,1.05,20,111
5796,Brooklyn,Park Slope,40.674993,-73.968786,Entire home/apt,81,7,59.0,14.75,1,309
5797,Brooklyn,Bed-Stuy,40.639856,-73.918885,Entire home/apt,138,7,43.0,43.0,10,350
5798,Brooklyn,Williamsburg,40.677929,-73.975884,Entire home/apt,157,3,6.0,0.24,3,287
5799,Bronx,Riverdale,40.841673,-73.924704,Private room,71,3,8.0,,2,134
5800,Brooklyn,Crown Heights,40.648284,-73.910443,Private room,134,1,8.0,0.5,1,291
5801,Staten Island,St. George,40.579279,-74.174561,Private room,57,2,10.0,1.67,3,112
5802,Queens,Astoria,40.760282,-73.824553,Private room,10,60,22.0,0.81,2,217
5803,Manhattan,Midtown,40.736094,-74.001849,Private room,137,1,20.0,20.0,20,155
5804,Brooklyn,Crown Heights,40.640448,-73.935365,Entire home/apt,170,1,46.0,3.54,1,354
5805,Queens,Astoria,40.715708,-73.863669,Private room,94,1,20.0,1.33,5,129
5806,Manhattan,Midtown,40.788465,-73.966536,Private room,79,30,23.0,2.09,10,32
5807,Manhattan,Hell's Kitchen,40.742292,-74.002881,Private room,33,2,5.0,0.45,1,41
5808,Brooklyn,Williamsburg,40.631651,-73.928947,Private room,37,2,92.0,3.41,1,314
5809,Brooklyn,Bed-Stuy,40.694165,-73.957474,Private room,71,7,3.0,0.43,1,298
5810,Manhattan,Chelsea,40.738612,-73.998013,Entire home/apt,179,2,12.0,0.57,1,224
5811,Staten Island,New Brighton,40.565803,-74.124575,Private room,19,3,,3.46,20,72
5812,Brooklyn,Bed-Stuy,40.636691,-73.961739,Entire home/apt,145,1,5.0,0.36,1,136
5813,Brooklyn,Bed-Stuy,40.704789,-73.912546,Entire home/apt,253,3,2.0,0.08,2,210
5814,Manhattan,Upper East Side,40.767521,-74.014313,Entire home/apt,210,1,37.0,4.62,5,129
5815,Brooklyn,Bushwick,40.641075,-73.968398,Private room,11,1,46.0,3.29,2,63
5816,Queens,Astoria,40.695298,-73.82365,Entire home/apt,108,2,13.0,0.57,2,25
5817,Brooklyn,Crown Heights,40.66363,-73.943661,Private room,193,60,24.0,2.0,1,320
5818,Manhattan,Midtown,40.72353,-73.968046,Private room,60,3,4.0,0.15,1,277
5819,Queens,Long Island City,40.763456,-73.888803,Entire home/apt,85,2,8.0,8.0,2,362
5820,Bronx,Fordham,40.873317,-73.885441,Entire home/apt,53,2,17.0,1.21,3,263
5821,Brooklyn,Park Slope,40.656056,-73.914875,Private room,255,7,62.0,4.13,1,364
5822,Queens,Astoria,40.714521,-73.823905,Entire home/apt,98,1,46.0,2.56,20,29
5823,Manhattan,Hell's Kitchen,40.727032,-73.995644,Private room,67,14,5.0,0.21,1,348
5824,Brooklyn,Williamsburg,40.670991,-73.952502,Private room,103,30,9.0,1.8,1,112
5825,Brooklyn,Bushwick,40.670524,-73.966652,Private room,44,60,25.0,0.93,5,157
5826,Staten Island,Stapleton,40.593825,-74.13413,Private room,58,1,79.0,2.47,1,54
5827,Queens,Astoria,40.707399,-73.887565,Private room,48,1,8.0,0.23,10,121
5828,Manhattan,Lower East Side,40.793231,-74.017702,Entire home/apt,185,7,6.0,0.55,2,319
5829,Manhattan,Chelsea,40.722255,-73.987187,Entire home/apt,122,2,19.0,2.71,1,233
5830,Manhattan,Lower East Side,40.776834,-73.991467,Private room,145,1,17.0,0.81,1,314
5831,Queens,Jackson Heights,40.748876,-73.877154,Private room,104,7,18.0,2.0,20,345
5832,Brooklyn,Crown Heights,40.639614,-73.910131,Entire home/apt,253,1,30.0,2.5,2,90
5833,Queens,Long Island City,40.744927,-73.884177,Private room,121,1,14.0,0.45,1,325
5834,Queens,Astoria,40.749066,-73.894919,Entire home/apt,134,14,41.0,1.86,1,292
5835,Manhattan,Midtown,40.735464,-73.948654,Private room,116,30,20.0,0.69,3,96
5836,Brooklyn,Park Slope,40.638935,-73.913961,Private room,169,14,1.0,0.03,1,141
5837,Manhattan,Hell's Kitchen,40.735668,-74.012042,Entire home/apt,233,1,54.0,3.6,2,126
5838,Manhattan,Lower East Side,40.748699,-73.997587,Entire home/apt,12,2,17.0,17.0,1,131
5839,Brooklyn,Bushwick,40.660995,-73.946676,Entire home/apt,143,7,1.0,0.5,3,254
5840,Manhattan,Lower East Side,40.735892,-73.976453,Private room,92,2,36.0,4.5,1,36
5841,Manhattan,Chelsea,40.759855,-73.956302,Private room,219,30,10.0,0.62,1,166
5842,Bronx,Kingsbridge,40.847058,-73.885419,Entire home/apt,120,2,6.0,0.21,1,101
5843,Manhattan,Harlem,40.747031,-73.950416,Private room,186,3,1.0,0.17,2,118
5844,Queens,Astoria,40.700154,-73.839191,Private room,43,3,49.0,5.44,3,345
5845,Manhattan,Chelsea,40.747379,-73.965518,Entire home/apt,294,2,16.0,0.5,1,337
5846,Manhattan,Chelsea,40.756686,-73.955533,Shared room,136,3,2.0,0.15,2,65
5847,Brooklyn,Bushwick,40.628925,-73.971728,Shared room,82,2,24.0,0.96,10,76
5848,Manhattan,Harlem,40.755725,-73.957812,Entire home/apt,128,2,19.0,6.33,5,347
5849,Brooklyn,Bushwick,40.687806,-73.97144,Entire home/apt,95,1,11.0,0.38,5,42
5850,Manhattan,Hell's Kitchen,40.71651,-73.991258,Private room,114,30,6.0,0.27,2,226
5851,Brooklyn,Bushwick,40.667697,-73.959336,Entire home/apt,155,14,7.0,0.39,1,329
5852,Queens,Long Island City,40.754109,-73.841865,Private room,44,1,16.0,5.33,1,241
5853,Queens,Jackson Heights,40.751223,-73.864457,Entire home/apt,131,2,15.0,0.79,1,207
5854,Brooklyn,Williamsburg,40.682015,-73.945671,Entire home/apt,178,30,20.0,1.33,1,213
5855,Brooklyn,Crown Heights,40.685941,-73.976709,Entire home/apt,177,90,1.0,0.05,1,22
5856,Brooklyn,Bushwick,40.637407,-73.948519,Private room,10,2,77.0,5.5,2,276
5857,Manhattan,Lower East Side,40.721519,-73.99988,Entire home/apt,191,7,2.0,0.5,1,234
5858,Brooklyn,Bushwick,40.701347,-73.972125,Entire home/apt,150,1,9.0,0.6,3,256
5859,Brooklyn,Bed-Stuy,40.656301,-73.934865,Private room,10,14,8.0,0.32,1,243
5860,Manhattan,Lower East Side,40.777236,-73.959492,Private room,66,60,12.0,0.57,1,186
5861,Bronx,Riverdale,40.798426,-73.857204,Entire home/apt,93,3,108.0,3.72,1,352
5862,Brooklyn,Williamsburg,40.689238,-73.959218,Entire home/apt,116,30,6.0,,5,189
5863,Manhattan,Upper East Side,40.723231,-74.016079,Entire home/apt,273,30,2.0,0.4,1,239
5864,Manhattan,Harlem,40.741679,-74.021732,Entire home/apt,164,1,6.0,1.5,2,121
5865,Brooklyn,Bushwick,40.67405,-73.934094,Private room,10,7,7.0,0.5,1,351
5866,Queens,Flushing,40.764237,-73.891536,Private room,43,2,6.0,1.0,1,254
5867,Manhattan,Harlem,40.717089,-74.001221,Private room,99,3,21.0,0.58,1,175
5868,Manhattan,Harlem,40.724163,-73.959444,Entire home/apt,360,3,17.0,1.06,1,166
5869,Brooklyn,Bed-Stuy,40.651827,-73.939647,Entire home/apt,126,3,18.0,3.0,1,234
5870,Manhattan,Upper East Side,40.75241,-73.951215,Private room,142,1,8.0,0.27,5,270
5871,Brooklyn,Crown Heights,40.704998,-73.919943,Entire home/apt,209,3,15.0,1.36,20,226
5872,Manhattan,Hell's Kitchen,40.780541,-73.964717,Entire home/apt,332,14,79.0,6.08,1,37
5873,Queens,Flushing,40.763849,-73.894423,Entire home/apt,55,1,44.0,1.57,20,135
5874,Brooklyn,Bushwick,40.640253,-73.933093,Entire home/apt,195,14,0.0,,5,178
5875,Manhattan,Lower East Side,40.753782,-74.016916,Entire home/apt,301,1,51.0,3.19,3,129
5876,Queens,Long Island City,40.736562,-73.847175,Entire home/apt,92,3,1.0,0.05,1,11
5877,Queens,Jackson Heights,40.748279,-73.861004,Entire home/apt,57,2,2.0,0.15,2,294
5878,Manhattan,Chelsea,40.722827,-73.971911,Entire home/apt,89,1,100.0,3.23,1,131
5879,Staten Island,St. George,40.589937,-74.186689,Private room,43,7,7.0,0.29,2,344
5880,Bronx,Fordham,40.85885,-73.893097,Entire home/apt,68,2,20.0,0.8,10,99
5881,Manhattan,Harlem,40.719267,-73.993184,Entire home/apt,245,14,27.0,0.87,1,187
5882,Manhattan,Upper East Side,40.754186,-73.997219,Entire home/apt,233,30,100.0,3.57,2,224
5883,Brooklyn,Bed-Stuy,40.648247,-73.933038,Entire home/apt,132,60,25.0,0.89,1,221
5884,Manhattan,Harlem,40.742264,-73.99045,Entire home/apt,218,7,43.0,1.39,2,261
5885,Manhattan,Midtown,40.759041,-74.011431,Entire home/apt,292,2,1.0,0.04,5,138
5886,Queens,Jackson Heights,40.715419,-73.832152,Private room,38,14,19.0,3.17,1,92
5887,Queens,Long Island City,40.732455,-73.870673,Shared room,31,3,18.0,0.51,1,225
5888,Brooklyn,Bushwick,40.699666,-73.908664,Entire home/apt,96,1,29.0,0.81,2,138
5889,Brooklyn,Bushwick,40.683027,-73.936458,Entire home/apt,102,1,10.0,0.59,10,124
5890,Brooklyn,Park Slope,40.659492,-73.941574,Entire home/apt,225,60,3.0,0.1,5,20
5891,Manhattan,Chelsea,40.751048,-74.014708,Private room,161,1,,1.07,1,250
5892,Manhattan,Chelsea,40.751813,-74.018058,Entire home/apt,323,3,5.0,0.2,1,229
5893,Brooklyn,Bed-Stuy,40.683428,-73.962247,Entire home/apt,133,7,123.0,3.97,1,21
5894,Manhattan,Midtown,40.786543,-74.000219,Private room,156,60,30.0,1.36,1,82
5895,Brooklyn,Bushwick,40.704863,-73.909755,Private room,174,14,24.0,0.77,1,218
5896,Manhattan,Harlem,40.717051,-74.012695,Private room,187,1,29.0,2.9,1,154
5897,Brooklyn,Bushwick,40.627422,-73.959238,Private room,55,3,15.0,15.0,1,230
5898,Brooklyn,Williamsburg,40.630712,-73.946262,Private room,75,1,13.0,0.39,5,214
5899,Manhattan,Hell's Kitchen,40.782668,-73.98256,Private room,136,3,33.0,1.38,1,349
5900,Queens,Jackson Heights,40.747616,-73.854314,Entire home/apt,123,1,4.0,0.15,1,155
5901,Manhattan,Upper East Side,40.783263,-73.966139,Entire home/apt,103,1,61.0,2.35,1,286
5902,Brooklyn,Crown Heights,40.678417,-73.934593,Private room,101,3,15.0,0.6,5,110
5903,Bronx,Fordham,40.875209,-73.857979,Shared room,28,7,4.0,0.2,1,163
5904,Brooklyn,Bed-Stuy,40.688927,-73.970204,Entire home/apt,163,3,7.0,1.4,1,6
5905,Bronx,Fordham,40.830396,-73.92069,Private room,102,1,4.0,1.33,3,289
5906,Brooklyn,Williamsburg,40.671619,-73.955003,Entire home/apt,70,2,3.0,0.12,1,48
5907,Bronx,Kingsbridge,40.867452,-73.853305,Entire home/apt,53,1,13.0,1.18,1,356
5908,Brooklyn,Bushwick,40.655754,-73.966271,Entire home/apt,298,60,76.0,2.71,3,159
5909,Manhattan,Chelsea,40.719905,-73.985351,Entire home/apt,267,1,5.0,0.22,2,121
5910,Brooklyn,Bed-Stuy,40.669296,-73.977188,Shared room,11,14,44.0,1.38,3,293
5911,Manhattan,Hell's Kitchen,40.763283,-74.010601,Entire home/apt,132,2,9.0,0.38,1,33
5912,Queens,Astoria,40.725413,-73.886245,Entire home/apt,92,14,212.0,8.48,1,270
5913,Manhattan,Upper East Side,40.746334,-74.003862,Entire home/apt,166,7,3.0,0.19,1,287
5914,Manhattan,Harlem,40.722222,-74.023993,Private room,169,30,29.0,0.94,5,147
5915,Manhattan,Midtown,40.782513,-74.018919,Private room,185,14,36.0,1.5,1,47
5916,Bronx,Kingsbridge,40.872462,-73.847094,Entire home/apt,36,3,0.0,,1,255
5917,Brooklyn,Williamsburg,40.674935,-73.973118,Private room,32,3,20.0,2.0,5,341
5918,Brooklyn,Crown Heights,40.631754,-73.949329,Entire home/apt,10,3,16.0,0.53,10,197
5919,Brooklyn,Bushwick,40.669764,-73.914461,Private room,48,30,6.0,0.35,2,142
5920,Staten Island,St. George,40.598812,-74.154774,Shared room,10,7,51.0,4.64,10,58
5921,Brooklyn,Williamsburg,40.647255,-73.931646,Shared room,118,1,11.0,1.38,2,225
5922,Brooklyn,Williamsburg,40.625759,-73.973012,Entire home/apt,102,2,25.0,1.0,1,333
5923,Manhattan,Upper East Side,40.782843,-74.023353,Entire home/apt,88,2,42.0,7.0,1,224
5924,Bronx,Kingsbridge,40.863998,-73.876369,Private room,89,3,67.0,5.15,2,288
5925,Manhattan,Upper East Side,40.7582,-74.010819,Private room,10,3,6.0,0.55,1,287
5926,Staten Island,Stapleton,40.610446,-74.146522,Private room,41,1,24.0,1.41,1,323
5927,Manhattan,Hell's Kitchen,40.775521,-73.96988,Entire home/apt,254,1,24.0,1.2,10,236
5928,Queens,Jackson Heights,40.762141,-73.840355,Entire home/apt,61,3,23.0,1.15,1,242
5929,Queens,Jackson Heights,40.75878,-73.894249,Entire home/apt,49,3,18.0,3.0,1,192
5930,Brooklyn,Williamsburg,40.702975,-73.964082,Private room,67,2,9.0,0.39,20,283
5931,Manhattan,Harlem,40.717801,-73.963538,Private room,66,7,13.0,0.72,1,258
5932,Brooklyn,Bushwick,40.699344,-73.928877,Private room,138,7,2.0,0.08,2,38
5933,Bronx,Kingsbridge,40.829193,-73.85521,Entire home/apt,53,14,,0.1,1,17
5934,Staten Island,St. George,40.542588,-74.160492,Entire home/apt,54,1,36.0,3.27,20,59
5935,Manhattan,Upper East Side,40.750655,-74.021703,Entire home/apt,316,1,7.0,7.0,1,167
5936,Brooklyn,Williamsburg,40.66162,-73.982691,Private room,200,14,19.0,3.8,5,274
5937,Brooklyn,Park Slope,40.647591,-73.956434,Private room,36,1,20.0,0.59,1,168
5938,Queens,Jackson Heights,40.738303,-73.859169,Shared room,10,2,8.0,0.42,2,314
5939,Queens,Jackson Heights,40.763281,-73.846617,Private room,16,3,6.0,0.55,1,44
5940,Brooklyn,Bushwick,40.700028,-73.972028,Entire home/apt,10,2,37.0,1.54,1,325
5941,Manhattan,Harlem,40.782958,-73.987587,Private room,90,2,10.0,1.11,1,40
5942,Brooklyn,Bushwick,40.691113,-73.915787,Entire home/apt,87,1,3.0,0.09,1,32
5943,Manhattan,Harlem,40.717129,-74.000719,Entire home/apt,197,14,5.0,0.15,10,178
5944,Manhattan,Midtown,40.72187,-73.960538,Private room,116,1,31.0,1.07,2,82
5945,Brooklyn,Bed-Stuy,40.676949,-73.971372,Entire home/apt,78,90,34.0,2.43,5,166
5946,Brooklyn,Bushwick,40.693074,-73.938019,Private room,129,14,4.0,0.31,1,306
5947,Manhattan,Midtown,40.747504,-74.016327,Entire home/apt,103,60,39.0,3.25,1,363
5948,Bronx,Riverdale,40.842484,-73.904422,Private room,73,1,35.0,2.06,10,74
5949,Queens,Jackson Heights,40.707193,-73.850517,Entire home/apt,62,3,6.0,0.21,2,280
5950,Brooklyn,Bed-Stuy,40.665944,-73.914777,Private room,10,2,3.0,0.43,2,260
5951,Brooklyn,Bushwick,40.701462,-73.972089,Entire home/apt,135,14,9.0,1.5,2,23
5952,Brooklyn,Crown Heights,40.682494,-73.97031,Private room,49,7,3.0,0.5,5,32
5953,Manhattan,Upper East Side,40.77519,-74.01562,Private room,21,1,13.0,1.62,5,299
5954,Queens,Long Island City,40.753432,-73.852831,Private room,53,2,34.0,6.8,2,137
5955,Staten Island,Stapleton,40.583899,-74.134295,Entire home/apt,35,1,27.0,13.5,2,28
5956,Brooklyn,Bed-Stuy,40.640593,-73.953919,Private room,114,3,3.0,0.19,1,291
5957,Brooklyn,Park Slope,40.649557,-73.969518,Entire home/apt,294,60,26.0,0.81,1,221
5958,Manhattan,Hell's Kitchen,40.748577,-74.003005,Entire home/apt,220,7,14.0,2.0,1,58
5959,Brooklyn,Williamsburg,40.639249,-73.92828,Entire home/apt,89,30,5.0,1.25,10,95
5960,Brooklyn,Crown Heights,40.682404,-73.921383,Entire home/apt,137,2,6.0,6.0,1,54
5961,Brooklyn,Bed-Stuy,40.693813,-73.905419,Entire home/apt,91,2,1.0,0.33,3,358
5962,Manhattan,Midtown,40.721704,-74.003185,Private room,247,90,,0.36,1,55
5963,Brooklyn,Bed-Stuy,40.691483,-73.924401,Private room,163,1,4.0,4.0,1,162
5964,Manhattan,Upper East Side,40.761705,-73.975442,Entire home/apt,254,7,2.0,0.06,1,33
5965,Brooklyn,Crown Heights,40.682438,-73.94084,Shared room,10,2,2.0,0.06,1,148
5966,Bronx,Fordham,40.849301,-73.90561,Entire home/apt,61,60,1.0,0.05,2,325
5967,Manhattan,Lower East Side,40.746017,-73.963922,Entire home/apt,261,7,6.0,0.21,1,173
5968,Brooklyn,Crown Heights,40.633146,-73.930513,Shared room,15,2,22.0,0.92,10,51
5969,Queens,Long Island City,40.739518,-73.84728,Entire home/apt,90,3,3.0,0.14,2,200
5970,Manhattan,Harlem,40.770356,-73.986113,Entire home/apt,199,7,43.0,1.79,2,34
5971,Manhattan,Hell's Kitchen,40.7505,-73.955124,Private room,73,30,79.0,3.04,20,60
5972,Queens,Jackson Heights,40.734577,-73.870717,Entire home/apt,55,30,2.0,0.5,1,82
5973,Brooklyn,Crown Heights,40.629566,-73.938499,Private room,134,3,9.0,0.41,2,118
5974,Manhattan,Midtown,40.730307,-74.020952,Private room,222,3,23.0,23.0,1,72
